SKU_ID,Category,Predicted_Demand,Available_Stock,Estimated_Stockout_Days,Reorder_Flag,Supplier_Risk,Supply_Chain_Risk,Agent_Priority,Agent_Reason,Agent_Action
FOOD002,Food,83.54788922427167,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,82.51957073396395,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,80.15284074216153,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,81.38536024551229,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,91.69777488589929,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,92.30362114829248,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,95.47943146279958,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,97.52774370684179,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,96.80308335133834,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,85.74412944658559,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,88.8917882139537,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,89.66072325671857,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,91.33870512341899,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD002,Food,90.94095220597903,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,69.27406088824856,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,68.78019306876138,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,68.35682173936091,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,70.92276828558954,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,72.81577733590031,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,65.77755052791565,0,0.0,REORDER,HIGH,HIGH,CRITICAL,Stockout detected,URGENT: Reorder and check supplier delay
FOOD003,Food,66.17255050281003,0,0.0,REORDER,HIGH,HIGH,CRITICAL,Stockout detected,URGENT: Reorder and check supplier delay
FOOD003,Food,81.01564530265966,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,80.47838848240468,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,82.29246432793525,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,82.44993478316985,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,82.89146095401429,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,80.83131093681277,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,79.55519136383566,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,80.8639162382456,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,82.25834777762276,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD003,Food,80.00884019844258,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,45.91699547013684,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,45.63199835810636,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,46.39861042783821,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,47.08790771484732,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,46.183370715218004,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,46.51084994822493,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,48.0595760355719,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,48.93663825497873,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,47.897155923434525,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,47.78475070384494,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,48.80746127561208,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,51.098244038871584,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,53.78448482896265,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,54.46183220471826,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,54.08480741966271,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,55.985174970813105,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,55.319986451886194,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,53.813046676777006,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,53.870318852795634,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,55.4418326773981,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,53.88375410874754,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,52.66859664087244,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,53.580487015106215,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
FOOD004,Food,52.926048759260894,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,154.33151856581577,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,158.18527524463684,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,154.72865663529086,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,161.09053283615066,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,158.3807426798836,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,153.73600557347135,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,152.58704248388557,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,161.3000687412083,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,156.79147675673158,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,157.91847539946372,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,149.96651296499186,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,155.42688614645033,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,152.36538173122068,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,155.1378384320978,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,153.16926338014525,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,154.29230036841028,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,157.71259107551685,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,159.6495391618625,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,157.1897686251208,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,157.5097735486529,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,166.2356158854824,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,160.4350533630818,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,162.51438976790968,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,166.36164227548323,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,160.49736569874477,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,162.84470374053495,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,228.2302475117773,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,220.63963518719487,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,216.67996549492312,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,218.42833855177764,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,220.78702076309952,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,222.97525408016236,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,222.56316161079258,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,215.41027048904039,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,222.30943734259802,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,219.66528055743316,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,225.25035394992335,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,224.61476388729096,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,233.53544699393336,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,231.2920181160485,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,229.69773225883455,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,231.1547991301864,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG002,Vegetables,227.7712671043987,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,190.93906109345943,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,188.83279350814615,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,190.99317685878276,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,182.9606073764122,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,186.8684183432698,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,188.42980649118368,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,189.41109475902516,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,192.8848787250123,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,197.68089747653067,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,203.45215909235662,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,193.94454901671446,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,193.29328447875292,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,202.07137202693553,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,205.65247832072833,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG003,Vegetables,205.89091815210747,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,111.39484473422141,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,111.00044852794116,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,112.67970076262142,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,112.27495170942616,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,109.23294713402008,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,111.1977799067373,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,113.6746810746749,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,113.20713869264333,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,116.79632026746044,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,117.6692342130385,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,116.09605750968112,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,115.22534937260004,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,117.66347707373927,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,109.91095001404095,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,109.60268577975998,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,109.39495740551477,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,111.33283005255961,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,112.43850831727454,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,115.57318525742501,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,118.95960386097315,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,115.89969900494266,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG004,Vegetables,114.31858006844972,0,0.0,REORDER,LOW,HIGH,CRITICAL,Stockout detected,URGENT: Reorder stock
VEG001,Vegetables,152.29493644785947,2,0.013132412978712073,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG001,Vegetables,158.09892651065826,3,0.018975460910531577,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG003,Vegetables,191.5089853639488,9,0.04699518397476839,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD002,Food,89.80441938420478,5,0.05567654725998288,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG002,Vegetables,231.64710352220533,13,0.05611984696693538,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG003,Vegetables,193.12503883671513,24,0.12427181966959606,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG002,Vegetables,234.8523645165879,31,0.13199781941224795,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG002,Vegetables,226.16815537721692,33,0.1459091353730175,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG001,Vegetables,161.4382966252836,24,0.14866361019471538,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD001,Food,103.24071524375765,16,0.15497761674958394,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD001,Food,88.39437616257652,14,0.1583811166250096,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG001,Vegetables,164.8146313036753,27,0.16382040712302895,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VAC003,Vaccines,36.22403483980386,6,0.16563588309624339,REORDER,HIGH,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder and check supplier delay
VEG004,Vegetables,116.80880689776465,20,0.17121996646626766,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG004,Vegetables,116.00946355482725,20,0.172399728325162,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD002,Food,83.34688887796003,15,0.17997072478570403,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG004,Vegetables,110.72312849752713,20,0.1806307342593438,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG001,Vegetables,153.44031702967118,28,0.18248137479138266,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG004,Vegetables,116.24726539516499,23,0.19785411658343086,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD002,Food,76.5212828023839,17,0.22216041573561274,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD003,Food,80.65814510662968,19,0.23556207466564094,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD004,Food,57.019978641827066,14,0.24552797692088726,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG001,Vegetables,160.34781230277508,42,0.26193060819996683,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD003,Food,65.80618870629607,18,0.2735305045599432,REORDER,HIGH,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder and check supplier delay
VEG003,Vegetables,183.93930887992013,52,0.2827019429215471,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD001,Food,86.06934784595713,25,0.2904634533160844,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD003,Food,75.74358045921298,24,0.3168585357926632,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD004,Food,48.12579604051423,16,0.33246203317926537,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG001,Vegetables,159.02376400711074,55,0.3458602577004823,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD001,Food,89.05885486350084,33,0.3705414812550487,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG004,Vegetables,113.25665635318215,42,0.3708391308059302,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD002,Food,80.55109153071807,32,0.39726339385229603,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG002,Vegetables,228.8136894570601,91,0.39770347751451884,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD001,Food,101.79504080984283,41,0.40277011211763863,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD003,Food,68.02784145259221,28,0.4115961847696265,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG003,Vegetables,192.27221821861605,80,0.4160767517075137,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD002,Food,81.12210217979329,41,0.5054109656716057,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD003,Food,82.86316807348078,42,0.5068596938359339,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD003,Food,70.92336968824367,37,0.5216898204729993,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG002,Vegetables,214.33741004712425,115,0.5365372287307012,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD002,Food,94.7160010284237,51,0.5384517868812388,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG003,Vegetables,183.2671739900777,99,0.5401949396860344,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG002,Vegetables,219.5994597751053,120,0.5464494317194295,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG004,Vegetables,109.74782793287346,63,0.5740432515760907,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG004,Vegetables,114.11153237473275,67,0.5871448626242052,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD004,Food,53.622264280384655,32,0.596767041255022,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG003,Vegetables,193.12000419492398,120,0.6213752971902333,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
FOOD002,Food,84.49331003216341,53,0.6272685965294164,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
VEG003,Vegetables,200.18586013240594,126,0.629415084145612,REORDER,LOW,HIGH,CRITICAL,Stock below reorder point,URGENT: Reorder stock
